Punto Venta,Fecha Venta,Producto,Clave Gen‚rica,Clave SAT,UM SAT,Descripcion Producto,Cantidad,Importe,Costo,Importe Costo
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,DMIAMI BLOSSOM,FD0805,53131607,GRM,BASE MIAMI FLOWER DE FRAICHE,4,23.28,1.6093,6.4372
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DMISS DIOR EDP,FD0922,53131607,GRM,BASE DE SRITA DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,DMISS DIOR PERFUM,FD0739,53131607,GRM,BASE SE¥ORITA DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DMISS DIOR PERFUM,FD0739,53131607,GRM,BASE SE¥ORITA DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,DMISS DIOR PERFUM,FD0739,53131607,GRM,BASE SE¥ORITA DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,DMISS DIOR PERFUM,FD0739,53131607,GRM,BASE SE¥ORITA DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,11,64.02,1.6093,17.7023
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,32,186.24,1.6093,51.4976
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,12/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,24,139.68,1.6093,38.6232
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,5,17.37,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,DMISSDIOR BLOOMING,FD0594,53131607,GRM,BASE GRAND BOUQUET DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,26/09/2022,DMOONLIGHT ARIANA,FD0750,53131607,GRM,BASE DAMA BRILLANTE DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DMUSKJOVAN,FD0325,53131607,GRM,BASE MUSK JOVAN DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DMUSKJOVAN,FD0325,53131607,GRM,BASE MUSK JOVAN DE FRAICHE,24,139.68,1.6093,38.6232
K945 - LUCIO COLLINS DE LA ROSA,12/09/2022,DMUSKJOVAN,FD0325,53131607,GRM,BASE MUSK JOVAN DE FRAICHE,50,173.65,1.6093,80.465
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,DMUSKJOVAN,FD0325,53131607,GRM,BASE MUSK JOVAN DE FRAICHE,6,34.92,1.6093,9.6558
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DMUSKJOVAN,FD0325,53131607,GRM,BASE MUSK JOVAN DE FRAICHE,24,92.74,1.6093,38.6232
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DMY WAY GIOARM,FD0827,53131607,GRM,BASE MY STYLE DE FRAICHE,23,133.86,1.6093,37.0139
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,DMY WAY GIOARM,FD0827,53131607,GRM,BASE MY STYLE DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,DMY WAY GIOARM,FD0827,53131607,GRM,BASE MY STYLE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,DMY WAY GIOARM,FD0827,53131607,GRM,BASE MY STYLE DE FRAICHE,21,89.37,1.6093,33.7953
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DNEXT GIRLFRIEND,FD0586,53131607,GRM,BASE NEW GIRLFRIEND DE FRAICHE,6,34.92,1.6093,9.6558
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,DNEXT GIRLFRIEND,FD0586,53131607,GRM,BASE NEW GIRLFRIEND DE FRAICHE,3,17.46,1.6093,4.8279
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DNINA,FD0333,53131607,GRM,BASE XOCOTL DE FRAICHE,15,87.3,1.6093,24.1395
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,DNUDE LIPS,FD0811,53131607,GRM,BASE LABIOS DESNUDOS DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DOBSESSION,FD0342,53131607,GRM,BASE FRAGANCIA OBSESSION DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DOLYMPEA BLOSSOM,FD0882,53131607,GRM,BASE INVICTA BLOSSOM DE FRAICHE,19,110.58,1.6093,30.5767
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DOLYMPEA BLOSSOM,FD0882,53131607,GRM,BASE INVICTA BLOSSOM DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DOLYMPEA LEGEND,FD0797,53131607,GRM,BASE OLIMPIA LEYENDA DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,16,93.12,1.6093,25.7488
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,22,76.41,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,18,104.76,1.6093,28.9674
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,DOLYMPEA PACORABAN,FD0660,53131607,GRM,BASE OLIMPIA DE FRAICHE,11,64.02,1.6093,17.7023
K945 - LUCIO COLLINS DE LA ROSA,26/09/2022,DOMBREROSE,FD0348,53131607,GRM,BASE BONAMPAX DE FRAICHE,12,69.84,1.6093,19.3116
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DOMBREROSE,FD0348,53131607,GRM,BASE BONAMPAX DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,DOMBREROSE,FD0348,53131607,GRM,BASE BONAMPAX DE FRAICHE,15,52.1,1.6093,24.1395
K945 - LUCIO COLLINS DE LA ROSA,21/09/2022,DOMBREROSE,FD0348,53131607,GRM,BASE BONAMPAX DE FRAICHE,8,46.56,1.6093,12.8744
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DOMBREROSE,FD0348,53131607,GRM,BASE BONAMPAX DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,12/09/2022,DOMBREROSE,FD0348,53131607,GRM,BASE BONAMPAX DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DOMNIA MARYKATRANT,FD0935,53131607,GRM,BASE ALL FOR YOU DE FRAICHE,9,52.37,1.6093,14.4837
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DOMNIA MARYKATRANT,FD0935,53131607,GRM,BASE ALL FOR YOU DE FRAICHE,7,24.31,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DOPIUM,FD0351,53131607,GRM,BASE OPERA DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DORGANZA,FD0352,53131607,GRM,BASE ORNELLA DE FRAICHE,18,62.51,1.6093,28.9674
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DORGANZA,FD0352,53131607,GRM,BASE ORNELLA DE FRAICHE,12,69.84,1.6093,19.3116
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DOUI J COUT SPLASH,FD0918,53131607,GRM,BASE FRESCA COSTURA DE FRAICHE,13,75.66,1.6093,20.9209
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,DOUI J COUT SPLASH,FD0918,53131607,GRM,BASE FRESCA COSTURA DE FRAICHE,42,145.87,1.6093,67.5906
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DPALOMAPIC,FD0358,53131607,GRM,BASE TAPACHULA DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,27,110.2,1.6093,43.4511
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,49,200.69,1.6093,78.8557
K945 - LUCIO COLLINS DE LA ROSA,12/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,74,257.01,1.6093,119.0882
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,24,92.74,1.6093,38.6232
K945 - LUCIO COLLINS DE LA ROSA,05/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,25,145.5,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,23,133.86,1.6093,37.0139
K945 - LUCIO COLLINS DE LA ROSA,21/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,18,104.76,1.6093,28.9674
K945 - LUCIO COLLINS DE LA ROSA,19/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,DPARIS/H,FD0364,53131607,GRM,BASE MAYAHUEL DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,DPEPEJEANS FOR HER,FD0790,53131607,GRM,BASE PEPE FOR HER DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,DPEPEJEANS FOR HER,FD0790,53131607,GRM,BASE PEPE FOR HER DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,DPERFECT MARCJAC,FD0826,53131607,GRM,BASE PERFECT WOMAN DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,DPERFECT MARCJAC,FD0826,53131607,GRM,BASE PERFECT WOMAN DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DPERFECT MARCJAC,FD0826,53131607,GRM,BASE PERFECT WOMAN DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DPERFECT MARCJAC,FD0826,53131607,GRM,BASE PERFECT WOMAN DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,DPERFECT MARCJAC,FD0826,53131607,GRM,BASE PERFECT WOMAN DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,DPERRY ELLIS,FD0370,53131607,GRM,BASE INFINITE CHARM DE FRAICHE,42,145.87,1.6093,67.5906
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DPLEASURES,FD0376,53131607,GRM,BASE MITLA DE FRAICHE,7,24.31,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DPLEASURES,FD0376,53131607,GRM,BASE MITLA DE FRAICHE,27,157.14,1.6093,43.4511
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,DPLEASURES,FD0376,53131607,GRM,BASE MITLA DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DPLEASURES,FD0376,53131607,GRM,BASE MITLA DE FRAICHE,29,168.77,1.6093,46.6697
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,DPOEME,FD0379,53131607,GRM,BASE XOCHITL DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DPOEME,FD0379,53131607,GRM,BASE XOCHITL DE FRAICHE,12,69.84,1.6093,19.3116
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,DPOISON GIRL,FD0692,53131607,GRM,BASE DANGER GIRL DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DPOISON GIRL,FD0692,53131607,GRM,BASE DANGER GIRL DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DPOISON GIRL,FD0692,53131607,GRM,BASE DANGER GIRL DE FRAICHE,2,11.64,1.6093,3.2186
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,DPOISON GIRL,FD0692,53131607,GRM,BASE DANGER GIRL DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DPOISON GIRL,FD0692,53131607,GRM,BASE DANGER GIRL DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,22/09/2022,DPOISSON,FD0380,53131607,GRM,BASE DANGER DE FRAICHE,40,138.92,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,DPURR BYKATIEPERRY,FD0395,53131607,GRM,BASE PURFECT DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DQUINTA AV,FD0396,53131607,GRM,BASE GLAMOUR STREET DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,DQUINTA AV,FD0396,53131607,GRM,BASE GLAMOUR STREET DE FRAICHE,2,11.64,1.6093,3.2186
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DQUINTA AV,FD0396,53131607,GRM,BASE GLAMOUR STREET DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DRALPH,FD0399,53131607,GRM,BASE RAFAELA DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,05/09/2022,DRALPH,FD0399,53131607,GRM,BASE RAFAELA DE FRAICHE,23,133.86,1.6093,37.0139
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,DRALPH,FD0399,53131607,GRM,BASE RAFAELA DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,DRALPH,FD0399,53131607,GRM,BASE RAFAELA DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,DRALPH,FD0399,53131607,GRM,BASE RAFAELA DE FRAICHE,16,93.12,1.6093,25.7488
K945 - LUCIO COLLINS DE LA ROSA,19/09/2022,DRALPH FRESH,FD0643,53131607,GRM,BASE RAFAELA FRESCA DE FRAICHE,25,145.5,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,DRALPH FRESH,FD0643,53131607,GRM,BASE RAFAELA FRESCA DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DREBL FLEUR RIHANA,FD0406,53131607,GRM,BASE ONLY GIRL DE FRAICHE,19,110.57,1.6093,30.5767
K945 - LUCIO COLLINS DE LA ROSA,26/09/2022,DRED DELICIOUS WOM,FD0408,53131607,GRM,BASE DELICIA ROJA DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,19/09/2022,DRED DOOR,FD0409,53131607,GRM,BASE ROSANA DE FRAICHE,25,145.5,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,DRED DOOR,FD0409,53131607,GRM,BASE ROSANA DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DRED DOOR,FD0409,53131607,GRM,BASE ROSANA DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,DREM ARI GDE,FD0820,53131607,GRM,BASE OPALO LUNAR DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DRIRI RIHANNA,FD0681,53131607,GRM,BASE RITA DE FRAICHE,4,23.28,1.6093,6.4372
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,DRIRI RIHANNA,FD0681,53131607,GRM,BASE RITA DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DROMANCE,FD0416,53131607,GRM,BASE SIANIA DE FRAICHE,2,6.95,1.6093,3.2186
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DROMANCE,FD0416,53131607,GRM,BASE SIANIA DE FRAICHE,25,145.5,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,DROMANCE ROSE RL,FD0778,53131607,GRM,BASE SIANIA ROSE DE FRAICHE,16,93.12,1.6093,25.7488
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,DSAMSARA,FD0427,53131607,GRM,BASE SHARI DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,9,52.37,1.1624,10.4616
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,7,40.74,1.1624,8.1368
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,7,40.74,1.1624,8.1368
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,12,69.84,1.1624,13.9488
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,17,98.94,1.1624,19.7608
K945 - LUCIO COLLINS DE LA ROSA,21/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,20,116.4,1.1624,23.248
K945 - LUCIO COLLINS DE LA ROSA,26/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,52,180.6,1.1624,60.4448
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DSCANDAL GAULTIER,FD0743,53131607,GRM,BASE ESCANDALO DE FRAICHE,15,87.3,1.1624,17.436
K945 - LUCIO COLLINS DE LA ROSA,22/09/2022,DSCAPE,FD0428,53131607,GRM,BASE DELIGHT DE FRAICHE,23,133.86,1.6093,37.0139
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DSCAPE,FD0428,53131607,GRM,BASE DELIGHT DE FRAICHE,12,69.84,1.6093,19.3116
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,DSCAPE,FD0428,53131607,GRM,BASE DELIGHT DE FRAICHE,4,23.28,1.6093,6.4372
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DSELENA GOMEZ,FD0684,53131607,GRM,BASE SRITA GOMEZ DE FRAICHE,40,138.92,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DSELENA GOMEZ,FD0684,53131607,GRM,BASE SRITA GOMEZ DE FRAICHE,80,277.84,1.6093,128.744
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,DSELENA GOMEZ,FD0684,53131607,GRM,BASE SRITA GOMEZ DE FRAICHE,6,34.92,1.6093,9.6558
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DSELENA GOMEZ,FD0684,53131607,GRM,BASE SRITA GOMEZ DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,DSELENA GOMEZ,FD0684,53131607,GRM,BASE SRITA GOMEZ DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,DSELENA GOMEZ,FD0684,53131607,GRM,BASE SRITA GOMEZ DE FRAICHE,54,187.55,1.6093,86.9022
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,DSELENA GOMEZ,FD0684,53131607,GRM,BASE SRITA GOMEZ DE FRAICHE,12,69.84,1.6093,19.3116
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,DSHALIMAR,FD0438,53131607,GRM,BASE SHALIMAR DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,DSI,FD0577,53131607,GRM,BASE YES DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,DSI,FD0577,53131607,GRM,BASE YES DE FRAICHE,10,34.73,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,DSI,FD0577,53131607,GRM,BASE YES DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,DSIGNAURE MBLANC,FD0821,53131607,GRM,BASE COMPROMETIDA DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,36,209.52,1.6093,57.9348
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,8,27.78,1.6093,12.8744
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,22/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DSORBETTO ROSSO,FD0756,53131607,GRM,BASE SORBETTO ROJO DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,DSUMMER FESTIVAL,FD0886,53131607,GRM,BASE FESTIVAL SOLAR DE FRAICHE,25,86.83,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DSUMMER FESTIVAL,FD0886,53131607,GRM,BASE FESTIVAL SOLAR DE FRAICHE,7,24.31,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DSUMMER FESTIVAL,FD0886,53131607,GRM,BASE FESTIVAL SOLAR DE FRAICHE,5,17.37,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,DTERRACOTMUSKADOLF,FC0925,53131607,GRM,BASE TIERRA ROJA DE FRAICHE,11,64.02,1.6093,17.7023
K945 - LUCIO COLLINS DE LA ROSA,19/09/2022,DTESORO,FD0463,53131607,GRM,BASE XANADU DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,DTHANK YOU NEXT,FD0812,53131607,GRM,BASE CHICA NEXT DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,DTHANK YOU NEXT,FD0812,53131607,GRM,BASE CHICA NEXT DE FRAICHE,6,34.92,1.6093,9.6558
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,DTHANK YOU NEXT,FD0812,53131607,GRM,BASE CHICA NEXT DE FRAICHE,1,5.82,1.6093,1.6093
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,DTHANK YOU NEXT,FD0812,53131607,GRM,BASE CHICA NEXT DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,05/09/2022,DTHANK YOU NEXT,FD0812,53131607,GRM,BASE CHICA NEXT DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,DTHANK YOU NEXT,FD0812,53131607,GRM,BASE CHICA NEXT DE FRAICHE,11,64.02,1.6093,17.7023
